school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,failures,guardian,traveltime,studytime,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G2,G1,G3,G3_Prediction
GP,M,16.0,U,GT3,T,4.0,4.0,services,services,course,0.0,mother,1.0,1.0,no,no,no,yes,yes,yes,yes,no,5.0,3.0,2.0,1.0,2.0,5.0,0.0,12.0,13.0,12.0,12.171875
GP,F,18.0,U,GT3,T,2.0,1.0,other,other,course,0.0,other,2.0,3.0,no,yes,yes,no,no,yes,yes,yes,4.0,4.0,4.0,1.0,1.0,3.0,0.0,0.0,7.0,0.0,0.3125
GP,M,16.0,U,GT3,T,2.0,1.0,other,other,course,0.0,mother,3.0,1.0,no,no,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,4.0,6.0,18.0,18.0,18.0,18.1640625
GP,M,17.0,U,GT3,T,2.0,3.0,other,other,course,0.0,father,2.0,1.0,no,no,no,no,yes,yes,yes,no,5.0,2.0,2.0,1.0,1.0,2.0,4.0,12.0,12.0,13.0,12.8828125
GP,M,22.0,U,GT3,T,3.0,1.0,services,services,other,3.0,mother,1.0,1.0,no,no,no,no,no,no,yes,yes,5.0,4.0,5.0,5.0,5.0,1.0,16.0,8.0,6.0,8.0,8.1171875
GP,M,18.0,R,LE3,T,3.0,3.0,other,services,course,1.0,mother,1.0,2.0,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,3.0,1.0,3.0,5.0,8.0,5.0,3.0,5.0,5.5625
GP,M,16.0,U,GT3,T,0.0,2.0,other,other,other,0.0,mother,1.0,1.0,no,no,yes,no,no,yes,yes,no,4.0,3.0,2.0,2.0,4.0,5.0,0.0,15.0,13.0,15.0,14.9765625
GP,M,18.0,U,GT3,T,3.0,2.0,services,other,course,1.0,mother,2.0,1.0,no,no,no,no,yes,no,yes,no,4.0,4.0,5.0,2.0,4.0,5.0,0.0,8.0,6.0,8.0,6.5390625
GP,M,16.0,U,GT3,T,3.0,3.0,at_home,other,reputation,0.0,other,3.0,2.0,yes,yes,no,no,no,yes,yes,no,5.0,3.0,3.0,1.0,3.0,2.0,6.0,10.0,7.0,10.0,10.0703125
GP,M,18.0,U,GT3,T,2.0,1.0,services,services,other,1.0,mother,1.0,1.0,no,no,no,no,no,no,yes,no,3.0,2.0,5.0,2.0,5.0,5.0,4.0,9.0,6.0,8.0,8.265625
GP,M,16.0,R,GT3,T,2.0,1.0,other,other,course,0.0,mother,2.0,1.0,no,no,no,yes,no,yes,no,no,3.0,3.0,2.0,1.0,3.0,3.0,0.0,9.0,8.0,8.0,7.2734375
GP,M,17.0,R,GT3,T,2.0,1.0,other,other,course,0.0,mother,1.0,1.0,no,no,no,no,no,yes,yes,no,4.0,4.0,2.0,2.0,4.0,5.0,0.0,12.0,8.0,12.0,11.8203125
GP,M,17.0,U,LE3,T,1.0,1.0,health,other,course,1.0,mother,2.0,1.0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,4.0,1.0,2.0,5.0,2.0,9.0,7.0,8.0,8.4765625
GP,F,17.0,U,LE3,T,4.0,2.0,teacher,services,reputation,0.0,mother,1.0,4.0,no,yes,yes,yes,yes,yes,yes,no,4.0,2.0,3.0,1.0,1.0,4.0,6.0,12.0,14.0,13.0,12.671875
GP,M,19.0,U,LE3,A,4.0,3.0,services,at_home,reputation,0.0,mother,1.0,2.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,1.0,1.0,1.0,1.0,12.0,11.0,11.0,11.0,11.0078125
GP,M,18.0,U,GT3,T,2.0,1.0,other,other,home,0.0,mother,1.0,2.0,no,no,no,yes,yes,yes,yes,no,5.0,2.0,4.0,1.0,2.0,4.0,8.0,14.0,15.0,14.0,14.0078125
GP,F,17.0,U,LE3,T,2.0,2.0,services,services,course,0.0,father,1.0,4.0,no,no,yes,yes,yes,yes,yes,yes,3.0,4.0,1.0,1.0,1.0,2.0,0.0,9.0,10.0,0.0,2.0703125
GP,F,18.0,U,GT3,T,4.0,3.0,services,other,home,0.0,father,1.0,2.0,no,yes,yes,no,yes,yes,yes,yes,3.0,1.0,2.0,1.0,3.0,2.0,21.0,18.0,17.0,18.0,18.0703125
GP,M,18.0,U,GT3,T,4.0,3.0,teacher,other,course,0.0,mother,1.0,2.0,no,yes,yes,no,no,yes,yes,no,4.0,3.0,2.0,1.0,1.0,3.0,2.0,8.0,8.0,8.0,8.2265625
GP,M,18.0,R,GT3,T,3.0,2.0,other,other,course,0.0,mother,1.0,3.0,no,no,no,yes,no,yes,no,no,5.0,3.0,2.0,1.0,1.0,3.0,1.0,12.0,13.0,12.0,12.1953125
GP,F,17.0,U,GT3,T,3.0,3.0,other,other,home,0.0,mother,1.0,3.0,no,no,no,yes,no,yes,no,no,3.0,2.0,3.0,1.0,1.0,4.0,4.0,9.0,10.0,9.0,9.2421875
GP,F,18.0,U,GT3,T,2.0,2.0,at_home,services,home,0.0,mother,1.0,3.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,3.0,0.0,10.0,9.0,0.0,2.921875
GP,M,18.0,R,LE3,A,3.0,4.0,other,other,reputation,0.0,mother,2.0,2.0,no,yes,yes,yes,yes,yes,yes,no,4.0,2.0,5.0,3.0,4.0,1.0,13.0,17.0,17.0,17.0,17.3359375
GP,M,17.0,U,GT3,T,3.0,1.0,services,other,other,0.0,mother,1.0,2.0,no,no,yes,yes,yes,yes,yes,yes,5.0,4.0,4.0,3.0,4.0,5.0,2.0,9.0,9.0,10.0,9.8828125
GP,F,18.0,R,GT3,T,4.0,4.0,teacher,other,reputation,0.0,mother,2.0,2.0,no,no,yes,yes,yes,yes,yes,no,4.0,3.0,4.0,2.0,2.0,4.0,8.0,10.0,12.0,11.0,10.7109375
GP,M,18.0,U,GT3,T,4.0,2.0,health,other,reputation,0.0,father,1.0,2.0,no,yes,yes,yes,yes,yes,yes,yes,5.0,4.0,5.0,1.0,3.0,5.0,10.0,9.0,10.0,10.0,9.7578125
GP,F,18.0,R,GT3,T,2.0,1.0,other,other,reputation,0.0,mother,2.0,2.0,no,yes,no,no,yes,no,yes,yes,4.0,3.0,5.0,1.0,2.0,3.0,0.0,0.0,6.0,0.0,0.0
GP,F,19.0,U,GT3,T,3.0,3.0,other,services,home,2.0,other,1.0,2.0,no,yes,yes,yes,yes,yes,yes,no,4.0,3.0,5.0,3.0,3.0,5.0,15.0,9.0,9.0,9.0,8.953125
GP,F,18.0,U,GT3,T,2.0,3.0,other,services,reputation,0.0,father,1.0,4.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,4.0,14.0,15.0,14.0,13.9921875
GP,F,18.0,U,LE3,T,1.0,1.0,other,other,home,0.0,mother,2.0,2.0,no,yes,yes,no,no,yes,no,no,4.0,4.0,3.0,1.0,1.0,3.0,2.0,11.0,11.0,11.0,10.78125
GP,M,17.0,R,GT3,T,1.0,2.0,at_home,at_home,home,0.0,mother,1.0,2.0,no,yes,yes,yes,no,yes,no,yes,3.0,5.0,2.0,2.0,2.0,1.0,2.0,14.0,15.0,14.0,14.078125
GP,F,17.0,U,GT3,T,2.0,4.0,at_home,health,reputation,0.0,mother,2.0,2.0,no,yes,yes,no,yes,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,1.0,2.0,10.0,10.0,10.0,9.875
GP,F,17.0,U,LE3,T,2.0,2.0,services,other,course,0.0,mother,2.0,2.0,yes,yes,yes,no,yes,yes,yes,yes,4.0,4.0,4.0,2.0,3.0,5.0,6.0,12.0,12.0,12.0,11.7734375
GP,F,18.0,R,GT3,A,3.0,2.0,other,services,home,0.0,mother,2.0,2.0,no,no,no,no,no,no,yes,yes,4.0,1.0,1.0,1.0,1.0,5.0,75.0,9.0,10.0,9.0,8.9296875
GP,M,18.0,U,GT3,T,4.0,4.0,teacher,services,home,0.0,mother,2.0,1.0,no,no,yes,yes,yes,yes,yes,no,3.0,2.0,4.0,1.0,4.0,3.0,22.0,9.0,9.0,9.0,8.984375
GP,F,18.0,U,GT3,T,4.0,4.0,health,health,reputation,1.0,father,1.0,2.0,yes,yes,no,yes,yes,yes,yes,yes,2.0,4.0,4.0,1.0,1.0,4.0,15.0,8.0,9.0,8.0,7.953125
GP,M,18.0,U,LE3,T,4.0,3.0,teacher,services,course,0.0,mother,2.0,1.0,no,no,yes,yes,yes,yes,yes,no,4.0,2.0,3.0,1.0,2.0,1.0,8.0,11.0,10.0,10.0,10.2578125
GP,M,17.0,U,LE3,A,4.0,1.0,services,other,home,0.0,mother,2.0,1.0,no,no,yes,yes,yes,yes,yes,yes,4.0,5.0,4.0,2.0,4.0,5.0,30.0,8.0,8.0,8.0,8.046875
GP,M,17.0,U,LE3,A,3.0,2.0,teacher,services,home,1.0,mother,1.0,1.0,no,no,no,no,yes,yes,yes,no,4.0,4.0,4.0,3.0,4.0,3.0,19.0,9.0,11.0,10.0,9.59375
GP,F,18.0,R,LE3,T,1.0,1.0,at_home,other,reputation,0.0,mother,2.0,4.0,no,yes,yes,yes,yes,yes,no,no,5.0,2.0,2.0,1.0,1.0,3.0,1.0,12.0,12.0,12.0,12.28125
GP,F,18.0,U,GT3,T,1.0,1.0,other,other,home,0.0,mother,2.0,2.0,yes,no,no,yes,yes,yes,yes,no,5.0,4.0,4.0,1.0,1.0,4.0,4.0,9.0,8.0,10.0,9.8203125
GP,F,17.0,U,GT3,T,2.0,2.0,other,other,course,0.0,mother,1.0,2.0,no,yes,no,no,no,yes,yes,no,5.0,4.0,5.0,1.0,2.0,5.0,4.0,9.0,10.0,11.0,10.375
GP,M,17.0,U,GT3,T,1.0,1.0,other,other,reputation,0.0,father,1.0,2.0,no,no,yes,no,no,yes,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,10.0,12.0,11.0,10.8671875
GP,F,18.0,U,GT3,T,2.0,2.0,at_home,at_home,other,0.0,mother,1.0,3.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,2.0,5.0,18.0,18.0,19.0,18.609375
GP,F,17.0,U,GT3,T,1.0,1.0,services,teacher,reputation,0.0,mother,1.0,3.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,6.0,12.0,13.0,12.0,12.1171875
GP,M,18.0,U,GT3,T,2.0,1.0,services,services,reputation,0.0,mother,1.0,3.0,no,no,yes,yes,yes,yes,yes,no,4.0,2.0,4.0,1.0,3.0,2.0,6.0,14.0,15.0,14.0,14.0703125
GP,M,18.0,U,LE3,A,4.0,4.0,teacher,teacher,reputation,0.0,mother,1.0,2.0,no,yes,yes,yes,yes,yes,yes,no,5.0,4.0,3.0,1.0,1.0,2.0,9.0,13.0,15.0,15.0,14.59375
GP,M,18.0,U,GT3,T,4.0,2.0,teacher,other,home,0.0,mother,1.0,2.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,4.0,5.0,11.0,11.0,12.0,11.0,11.0
GP,F,17.0,U,GT3,T,4.0,3.0,health,services,reputation,0.0,mother,1.0,3.0,no,yes,yes,no,yes,yes,yes,no,4.0,2.0,2.0,1.0,2.0,3.0,0.0,15.0,15.0,15.0,15.1875
GP,F,18.0,U,LE3,T,2.0,1.0,services,at_home,reputation,1.0,mother,1.0,2.0,no,no,no,no,yes,yes,yes,yes,5.0,4.0,3.0,1.0,1.0,5.0,12.0,12.0,12.0,13.0,12.734375
GP,F,17.0,R,LE3,T,3.0,1.0,services,other,reputation,0.0,mother,2.0,4.0,no,yes,yes,no,yes,yes,no,no,3.0,1.0,2.0,1.0,1.0,3.0,6.0,18.0,18.0,18.0,18.25
GP,M,18.0,R,LE3,T,3.0,2.0,services,other,reputation,0.0,mother,2.0,3.0,no,yes,yes,yes,yes,yes,yes,no,5.0,4.0,2.0,1.0,1.0,4.0,8.0,13.0,14.0,14.0,13.8359375
GP,M,17.0,U,GT3,T,3.0,3.0,health,other,home,0.0,mother,1.0,1.0,no,yes,yes,no,yes,yes,yes,no,4.0,4.0,3.0,1.0,3.0,5.0,4.0,12.0,14.0,11.0,11.3671875
GP,F,19.0,U,GT3,T,4.0,4.0,health,other,reputation,0.0,other,2.0,2.0,no,yes,yes,yes,yes,yes,yes,no,2.0,3.0,4.0,2.0,3.0,2.0,0.0,9.0,10.0,0.0,1.28125
GP,F,18.0,U,LE3,T,4.0,3.0,other,other,home,0.0,other,2.0,2.0,no,yes,yes,no,yes,yes,yes,yes,4.0,4.0,5.0,1.0,2.0,2.0,10.0,8.0,10.0,8.0,8.078125
GP,F,18.0,U,GT3,T,4.0,3.0,other,other,reputation,0.0,father,1.0,4.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,0.0,13.0,14.0,14.0,13.8515625
GP,M,18.0,U,LE3,T,4.0,4.0,teacher,teacher,home,0.0,mother,1.0,1.0,no,yes,yes,no,yes,yes,yes,yes,1.0,4.0,2.0,2.0,2.0,1.0,5.0,15.0,16.0,16.0,15.703125
GP,F,18.0,U,LE3,A,4.0,4.0,health,other,home,0.0,mother,1.0,2.0,no,yes,no,no,yes,yes,yes,yes,4.0,2.0,4.0,1.0,1.0,4.0,14.0,10.0,12.0,11.0,10.7734375
GP,M,17.0,U,LE3,T,4.0,4.0,other,teacher,home,0.0,father,2.0,1.0,no,no,yes,no,yes,yes,yes,no,4.0,1.0,1.0,2.0,2.0,5.0,0.0,11.0,11.0,10.0,10.4921875
GP,F,17.0,U,GT3,T,4.0,2.0,other,other,reputation,0.0,mother,2.0,3.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,0.0,12.0,15.0,14.0,13.078125
GP,F,17.0,U,GT3,T,3.0,2.0,health,health,reputation,0.0,father,1.0,4.0,no,yes,yes,yes,no,yes,yes,no,5.0,2.0,2.0,1.0,2.0,5.0,0.0,17.0,17.0,18.0,17.7890625
GP,M,19.0,U,GT3,T,3.0,3.0,other,other,home,1.0,other,1.0,2.0,no,yes,no,yes,yes,yes,yes,yes,4.0,4.0,4.0,1.0,1.0,3.0,20.0,14.0,15.0,13.0,13.359375
GP,F,18.0,U,GT3,T,2.0,4.0,services,at_home,reputation,1.0,other,1.0,2.0,no,yes,yes,yes,yes,yes,yes,no,4.0,4.0,3.0,1.0,1.0,3.0,8.0,12.0,14.0,12.0,12.15625
GP,M,20.0,U,GT3,A,3.0,2.0,services,other,course,0.0,other,1.0,1.0,no,no,no,yes,yes,yes,no,no,5.0,5.0,3.0,1.0,1.0,5.0,0.0,18.0,17.0,18.0,18.0859375
GP,M,19.0,U,GT3,T,4.0,4.0,teacher,services,reputation,1.0,other,2.0,1.0,no,yes,yes,no,yes,yes,yes,yes,4.0,3.0,4.0,1.0,1.0,4.0,38.0,9.0,8.0,8.0,8.296875
GP,M,19.0,R,GT3,T,3.0,3.0,other,services,reputation,1.0,father,1.0,2.0,no,no,no,yes,yes,yes,no,yes,4.0,5.0,3.0,1.0,2.0,5.0,0.0,12.0,15.0,12.0,12.2421875
GP,F,19.0,U,LE3,T,1.0,1.0,at_home,other,reputation,1.0,other,1.0,2.0,yes,yes,no,yes,no,yes,yes,no,4.0,4.0,3.0,1.0,3.0,3.0,18.0,10.0,12.0,10.0,10.1640625
GP,F,19.0,U,LE3,T,1.0,2.0,services,services,home,1.0,other,1.0,2.0,no,no,no,yes,no,yes,no,yes,4.0,2.0,4.0,2.0,2.0,3.0,0.0,9.0,9.0,0.0,0.6953125
GP,F,19.0,U,GT3,T,2.0,1.0,at_home,other,other,0.0,other,3.0,2.0,no,yes,no,no,yes,no,yes,yes,3.0,4.0,1.0,1.0,1.0,2.0,20.0,12.0,14.0,13.0,12.6875
GP,M,19.0,U,GT3,T,1.0,2.0,other,services,course,1.0,other,1.0,2.0,no,no,no,no,no,yes,yes,no,4.0,5.0,2.0,2.0,2.0,4.0,3.0,11.0,13.0,11.0,11.09375
GP,F,19.0,U,LE3,T,3.0,2.0,services,other,reputation,1.0,other,2.0,2.0,no,yes,yes,no,no,yes,yes,yes,4.0,2.0,2.0,1.0,2.0,1.0,22.0,10.0,13.0,11.0,10.7109375
GP,F,19.0,U,GT3,T,1.0,1.0,at_home,health,home,2.0,other,1.0,3.0,no,no,no,no,no,yes,yes,yes,4.0,1.0,2.0,1.0,1.0,3.0,14.0,13.0,15.0,13.0,13.171875
GP,F,19.0,R,GT3,T,2.0,3.0,other,other,reputation,1.0,other,1.0,3.0,no,no,no,no,yes,yes,yes,yes,4.0,1.0,2.0,1.0,1.0,3.0,40.0,11.0,13.0,11.0,11.140625
GP,F,18.0,U,GT3,T,2.0,1.0,services,other,course,0.0,mother,2.0,2.0,no,yes,yes,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,2.0,1.0,0.0,8.0,8.0,0.0,3.2578125
GP,F,18.0,U,GT3,T,4.0,3.0,other,other,course,0.0,mother,1.0,3.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3.0,4.0,1.0,1.0,5.0,9.0,10.0,9.0,9.0,9.4765625
GP,F,17.0,R,GT3,T,3.0,4.0,at_home,services,course,0.0,father,1.0,3.0,no,yes,yes,yes,no,yes,yes,no,4.0,3.0,4.0,2.0,5.0,5.0,0.0,11.0,11.0,10.0,10.375
GP,F,18.0,U,GT3,T,4.0,4.0,teacher,other,course,0.0,mother,1.0,2.0,no,yes,yes,no,yes,yes,yes,no,4.0,4.0,4.0,3.0,3.0,5.0,2.0,11.0,11.0,11.0,10.7890625
GP,F,17.0,U,GT3,A,4.0,3.0,services,services,course,0.0,mother,1.0,2.0,no,yes,yes,no,yes,yes,yes,yes,5.0,2.0,2.0,1.0,2.0,5.0,23.0,13.0,13.0,13.0,12.953125
GP,F,17.0,U,GT3,T,2.0,2.0,other,other,course,0.0,mother,1.0,2.0,no,yes,no,no,yes,yes,no,yes,4.0,2.0,2.0,1.0,1.0,3.0,12.0,9.0,11.0,9.0,9.109375
GP,F,17.0,R,LE3,T,2.0,2.0,services,services,course,0.0,mother,1.0,3.0,no,yes,yes,yes,yes,yes,yes,no,3.0,3.0,2.0,2.0,2.0,3.0,3.0,11.0,11.0,11.0,11.015625
GP,F,17.0,U,GT3,T,3.0,1.0,services,services,course,0.0,father,1.0,3.0,no,yes,no,no,no,yes,yes,no,3.0,4.0,3.0,2.0,3.0,5.0,1.0,14.0,12.0,15.0,14.625
GP,F,17.0,U,LE3,T,0.0,2.0,at_home,at_home,home,0.0,father,2.0,3.0,no,no,no,no,yes,yes,yes,no,3.0,3.0,3.0,2.0,3.0,2.0,0.0,15.0,16.0,15.0,15.1953125
GP,M,18.0,U,GT3,T,4.0,4.0,other,other,course,0.0,mother,1.0,3.0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,3.0,2.0,2.0,3.0,3.0,12.0,9.0,11.0,11.25
GP,M,17.0,U,GT3,T,3.0,3.0,other,services,reputation,0.0,mother,1.0,1.0,no,no,no,yes,no,yes,yes,no,4.0,3.0,5.0,3.0,5.0,5.0,3.0,15.0,14.0,16.0,15.6640625
GP,M,17.0,R,GT3,T,2.0,2.0,services,other,course,0.0,mother,4.0,1.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,5.0,5.0,5.0,4.0,8.0,10.0,11.0,10.0,10.1015625
GP,F,17.0,U,GT3,T,4.0,4.0,teacher,services,course,0.0,mother,1.0,3.0,no,yes,yes,yes,yes,yes,yes,no,5.0,4.0,4.0,1.0,3.0,4.0,7.0,9.0,10.0,9.0,9.140625
GP,F,17.0,U,GT3,T,4.0,4.0,teacher,teacher,course,0.0,mother,2.0,3.0,no,yes,yes,no,no,yes,yes,yes,4.0,3.0,3.0,1.0,2.0,4.0,4.0,14.0,14.0,14.0,14.0703125
GP,M,18.0,U,LE3,T,2.0,2.0,other,other,course,0.0,mother,1.0,4.0,no,yes,no,yes,yes,yes,yes,no,4.0,5.0,5.0,2.0,4.0,5.0,2.0,8.0,9.0,8.0,8.34375
GP,F,17.0,R,GT3,T,2.0,4.0,at_home,other,course,0.0,father,1.0,3.0,no,yes,no,no,yes,yes,yes,yes,4.0,4.0,3.0,1.0,1.0,5.0,7.0,14.0,12.0,14.0,14.125
GP,F,18.0,U,GT3,T,3.0,3.0,services,services,home,0.0,mother,1.0,2.0,no,no,no,yes,yes,yes,yes,no,5.0,3.0,4.0,1.0,1.0,4.0,0.0,0.0,7.0,0.0,0.0
GP,F,18.0,U,LE3,T,2.0,2.0,other,other,home,0.0,other,1.0,2.0,no,no,no,yes,no,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,2.0,0.0,8.0,8.0,0.0,0.4609375
GP,F,18.0,R,GT3,T,2.0,2.0,at_home,other,course,0.0,mother,2.0,4.0,no,no,no,yes,yes,yes,no,no,4.0,4.0,4.0,1.0,1.0,4.0,0.0,9.0,10.0,0.0,2.0078125
GP,F,17.0,U,GT3,T,3.0,4.0,services,other,course,0.0,mother,1.0,3.0,no,no,no,no,yes,yes,yes,no,4.0,4.0,5.0,1.0,3.0,5.0,16.0,15.0,16.0,15.0,15.1875
GP,F,19.0,R,GT3,A,3.0,1.0,services,at_home,home,1.0,other,1.0,3.0,no,no,yes,no,yes,yes,no,no,5.0,4.0,3.0,1.0,2.0,5.0,12.0,13.0,14.0,13.0,12.953125
GP,F,17.0,U,GT3,T,3.0,2.0,other,other,home,0.0,mother,1.0,2.0,no,yes,yes,no,yes,yes,yes,yes,4.0,3.0,2.0,2.0,3.0,2.0,0.0,8.0,7.0,0.0,1.9375
GP,F,18.0,U,LE3,T,3.0,3.0,services,services,home,0.0,mother,1.0,4.0,no,yes,no,no,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,1.0,7.0,15.0,16.0,17.0,16.3046875
GP,F,17.0,R,GT3,A,3.0,2.0,other,other,home,0.0,mother,1.0,2.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3.0,2.0,3.0,2.0,4.0,10.0,9.0,10.0,10.1484375
GP,F,19.0,U,GT3,T,2.0,1.0,services,services,home,1.0,other,1.0,3.0,no,no,yes,yes,yes,yes,yes,yes,4.0,3.0,4.0,1.0,3.0,3.0,4.0,12.0,11.0,11.0,11.1953125
GP,M,18.0,U,GT3,T,4.0,4.0,teacher,services,home,1.0,father,1.0,2.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,2.0,2.0,2.0,0.0,10.0,10.0,0.0,2.859375
GP,M,18.0,U,LE3,T,3.0,4.0,services,other,home,0.0,mother,1.0,2.0,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,1.0,3.0,5.0,11.0,15.0,16.0,15.0,15.25
GP,F,17.0,U,GT3,A,2.0,2.0,at_home,at_home,home,1.0,father,1.0,2.0,no,yes,no,no,yes,yes,yes,yes,3.0,3.0,1.0,1.0,2.0,4.0,0.0,8.0,9.0,0.0,1.21875
GP,F,18.0,U,GT3,T,2.0,3.0,at_home,other,course,0.0,mother,1.0,3.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,3.0,4.0,10.0,11.0,10.0,10.1328125
GP,F,18.0,U,GT3,T,3.0,2.0,other,services,other,0.0,mother,1.0,3.0,no,no,no,no,yes,yes,yes,yes,5.0,4.0,3.0,2.0,3.0,1.0,7.0,13.0,13.0,14.0,13.453125
GP,M,18.0,R,GT3,T,4.0,3.0,teacher,services,course,0.0,mother,1.0,3.0,no,no,no,no,yes,yes,yes,yes,5.0,3.0,2.0,1.0,2.0,4.0,9.0,15.0,16.0,16.0,15.9140625
GP,M,18.0,U,GT3,T,4.0,3.0,teacher,other,course,0.0,mother,1.0,3.0,no,yes,yes,no,yes,yes,yes,yes,5.0,4.0,5.0,2.0,3.0,5.0,0.0,10.0,10.0,9.0,8.46875
GP,F,17.0,U,GT3,T,4.0,3.0,health,other,reputation,0.0,mother,1.0,3.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,4.0,3.0,1.0,3.0,4.0,0.0,15.0,13.0,15.0,15.1484375
MS,M,18.0,R,GT3,T,3.0,2.0,other,other,course,1.0,mother,2.0,1.0,no,yes,no,no,no,yes,yes,no,2.0,5.0,5.0,5.0,5.0,5.0,10.0,13.0,11.0,13.0,12.71875
MS,M,19.0,R,GT3,T,1.0,1.0,other,services,home,3.0,other,3.0,2.0,no,no,no,no,yes,yes,yes,no,5.0,4.0,4.0,3.0,3.0,2.0,8.0,7.0,8.0,8.0,7.703125
MS,M,17.0,U,GT3,T,3.0,3.0,health,other,course,0.0,mother,2.0,2.0,no,yes,yes,no,yes,yes,yes,no,4.0,5.0,4.0,2.0,3.0,3.0,2.0,13.0,13.0,13.0,13.0
MS,M,18.0,U,LE3,T,1.0,3.0,at_home,services,course,1.0,mother,1.0,1.0,no,no,no,no,yes,no,yes,yes,4.0,3.0,3.0,2.0,3.0,3.0,7.0,7.0,8.0,8.0,7.8125
MS,M,19.0,R,GT3,T,1.0,1.0,other,other,home,1.0,other,3.0,1.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,4.0,3.0,3.0,5.0,4.0,8.0,8.0,8.0,8.2109375
MS,M,17.0,R,GT3,T,4.0,3.0,services,other,home,0.0,mother,2.0,2.0,no,yes,yes,yes,no,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,4.0,11.0,13.0,11.0,10.8984375
MS,F,18.0,U,GT3,T,3.0,3.0,services,services,course,0.0,father,1.0,2.0,no,yes,no,no,yes,yes,no,yes,5.0,3.0,4.0,1.0,1.0,5.0,0.0,9.0,10.0,9.0,7.5
MS,F,17.0,R,GT3,T,4.0,4.0,teacher,services,other,0.0,father,2.0,2.0,no,yes,yes,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,5.0,4.0,13.0,12.0,13.0,13.015625
MS,F,17.0,U,LE3,A,3.0,2.0,services,other,reputation,0.0,mother,2.0,2.0,no,no,no,no,yes,yes,no,yes,1.0,2.0,3.0,1.0,2.0,5.0,2.0,12.0,12.0,11.0,11.578125
MS,M,18.0,U,LE3,T,1.0,1.0,other,services,home,0.0,father,2.0,1.0,no,no,no,no,no,yes,yes,yes,3.0,3.0,2.0,1.0,2.0,3.0,4.0,10.0,10.0,10.0,9.90625
MS,F,18.0,U,LE3,T,1.0,1.0,at_home,services,course,0.0,father,2.0,3.0,no,no,no,no,yes,yes,yes,no,5.0,3.0,2.0,1.0,1.0,4.0,0.0,16.0,18.0,16.0,16.234375
MS,F,18.0,R,LE3,A,1.0,4.0,at_home,other,course,0.0,mother,3.0,2.0,no,no,no,no,yes,yes,no,yes,4.0,3.0,4.0,1.0,4.0,5.0,0.0,13.0,13.0,13.0,13.0703125
MS,M,18.0,R,LE3,T,1.0,1.0,at_home,other,other,1.0,mother,2.0,2.0,no,no,no,yes,no,no,no,no,4.0,4.0,3.0,2.0,3.0,5.0,2.0,12.0,13.0,12.0,11.859375
MS,F,18.0,U,GT3,T,3.0,3.0,services,services,other,0.0,mother,2.0,2.0,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,2.0,1.0,3.0,3.0,0.0,11.0,11.0,10.0,10.40625
MS,F,17.0,U,LE3,T,4.0,4.0,at_home,at_home,course,0.0,mother,1.0,2.0,no,yes,yes,yes,yes,yes,yes,yes,2.0,3.0,4.0,1.0,1.0,1.0,0.0,15.0,16.0,15.0,15.1328125
MS,F,17.0,R,GT3,T,1.0,2.0,other,services,course,0.0,father,2.0,2.0,no,no,no,no,no,yes,no,no,3.0,2.0,2.0,1.0,2.0,3.0,0.0,11.0,12.0,12.0,11.625
